06-24 14:29:59.932  5871  8538 I LSPosed-Bridge: 5871 PermLabel 10133 PM.checkPermission permName:android.permission.READ_PHONE_STATE; Package name: com.meitu.makeup; Result: -1; stacktrace=java.lang.Exception

06-24 14:29:59.932  5871  8538 I LSPosed-Bridge: 	at com.example.permlabel.requestPerm$1.afterHookedMethod(requestPerm.java:134)
06-24 14:30:01.989  5871  5871 I LSPosed-Bridge: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)

06-24 14:30:01.989  5871  5871 I LSPosed-Bridge: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:858)

06-24 14:30:01.989  5871  5871 I LSPosed-Bridge: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:858)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 5871 PermLabel 10133 ContextImpl Binder.getCallingPid() = 5871; Binder.getCallingUid() = 10133; permName: android.permission.READ_PHONE_STATE; res = -1; stacktrace=java.lang.Exception

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at com.example.permlabel.requestPerm$2.afterHookedMethod(requestPerm.java:188)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at de.robv.android.xposed.XposedBridge$AdditionalHookInfo.callback(Unknown Source:147)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at LSPHooker_.checkPermission(Unknown Source:25)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at android.content.ContextWrapper.checkPermission(ContextWrapper.java:738)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at androidx.core.content.a.a(Unknown Source:10)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeup.home.a.B0(Unknown Source:10)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeup.home.a.i1(Unknown Source:68)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeup.home.a.onStart(Unknown Source:3)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.Fragment.performStart(Unknown Source:17)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.p.u(Unknown Source:33)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.p.m(Unknown Source:68)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.q.r(Unknown Source:30)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentManager.S0(Unknown Source:32)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentManager.T(Unknown Source:9)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentManager.S(Unknown Source:11)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.f.q(Unknown Source:4)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentActivity.onStart(Unknown Source:37)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeupcore.activity.MTBaseActivity.onStart(Unknown Source:0)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeup.home.MakeupMainActivity.onStart(Unknown Source:0)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at android.app.Instrumentation.callActivityOnStart(Instrumentation.java:1392)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at android.app.Activity.performStart(Activity.java:7157)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at android.app.ActivityThread.handleStartActivity(ActivityThread.java:2938)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.performLifecycleSequence(TransactionExecutor.java:180)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.cycleToPath(TransactionExecutor.java:165)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.executeLifecycleState(TransactionExecutor.java:142)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.execute(TransactionExecutor.java:70)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1809)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at android.os.Handler.dispatchMessage(Handler.java:106)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at android.os.Looper.loop(Looper.java:193)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at android.app.ActivityThread.main(ActivityThread.java:6692)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at java.lang.reflect.Method.invoke(Native Method)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)

06-24 14:30:01.995  5871  5871 I LSPosed-Bridge: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:858)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 5871 PermLabel 10133 ContextImpl.checkPermission: pid = 5871; uid = 10133; permName: android.permission.READ_PHONE_STATE; type = 1; res = -1; stacktrace=java.lang.Exception

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at com.example.permlabel.requestPerm$2.afterHookedMethod(requestPerm.java:212)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at de.robv.android.xposed.XposedBridge$AdditionalHookInfo.callback(Unknown Source:147)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at LSPHooker_.checkPermission(Unknown Source:25)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at android.content.ContextWrapper.checkPermission(ContextWrapper.java:738)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at androidx.core.content.a.a(Unknown Source:10)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeup.home.a.B0(Unknown Source:10)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeup.home.a.i1(Unknown Source:68)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeup.home.a.onStart(Unknown Source:3)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.Fragment.performStart(Unknown Source:17)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.p.u(Unknown Source:33)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.p.m(Unknown Source:68)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.q.r(Unknown Source:30)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentManager.S0(Unknown Source:32)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentManager.T(Unknown Source:9)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentManager.S(Unknown Source:11)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.f.q(Unknown Source:4)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentActivity.onStart(Unknown Source:37)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeupcore.activity.MTBaseActivity.onStart(Unknown Source:0)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeup.home.MakeupMainActivity.onStart(Unknown Source:0)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at android.app.Instrumentation.callActivityOnStart(Instrumentation.java:1392)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at android.app.Activity.performStart(Activity.java:7157)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at android.app.ActivityThread.handleStartActivity(ActivityThread.java:2938)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.performLifecycleSequence(TransactionExecutor.java:180)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.cycleToPath(TransactionExecutor.java:165)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.executeLifecycleState(TransactionExecutor.java:142)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.execute(TransactionExecutor.java:70)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1809)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at android.os.Handler.dispatchMessage(Handler.java:106)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at android.os.Looper.loop(Looper.java:193)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at android.app.ActivityThread.main(ActivityThread.java:6692)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at java.lang.reflect.Method.invoke(Native Method)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)

06-24 14:30:01.996  5871  5871 I LSPosed-Bridge: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:858)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 5871 PermLabel 10133 ContextImpl Binder.getCallingPid() = 5871; Binder.getCallingUid() = 10133; permName: android.permission.READ_PHONE_STATE; res = -1; stacktrace=java.lang.Exception

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 5871 PermLabel 10133 ContextImpl Binder.getCallingPid() = 5871; Binder.getCallingUid() = 10133; permName: android.permission.READ_PHONE_STATE; res = -1; stacktrace=java.lang.Exception

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.example.permlabel.requestPerm$2.afterHookedMethod(requestPerm.java:188)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.example.permlabel.requestPerm$2.afterHookedMethod(requestPerm.java:188)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at de.robv.android.xposed.XposedBridge$AdditionalHookInfo.callback(Unknown Source:147)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at de.robv.android.xposed.XposedBridge$AdditionalHookInfo.callback(Unknown Source:147)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at LSPHooker_.checkPermission(Unknown Source:25)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at LSPHooker_.checkPermission(Unknown Source:25)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.content.ContextWrapper.checkPermission(ContextWrapper.java:738)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.content.ContextWrapper.checkPermission(ContextWrapper.java:738)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.core.content.a.a(Unknown Source:10)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.core.content.a.a(Unknown Source:10)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at b.b.f(Unknown Source:20)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at b.b.f(Unknown Source:20)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at b.b.b(Unknown Source:2)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at b.b.b(Unknown Source:2)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.activity.ComponentActivity$b.f(Unknown Source:2)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.activity.ComponentActivity$b.f(Unknown Source:2)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.activity.result.ActivityResultRegistry$b.b(Unknown Source:34)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.activity.result.ActivityResultRegistry$b.b(Unknown Source:34)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.activity.result.b.a(Unknown Source:1)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.activity.result.b.a(Unknown Source:1)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentManager.N0(Unknown Source:18)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentManager.N0(Unknown Source:18)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.Fragment.requestPermissions(Unknown Source:8)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.Fragment.requestPermissions(Unknown Source:8)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeup.home.a.i1(Unknown Source:114)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeup.home.a.i1(Unknown Source:114)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeup.home.a.onStart(Unknown Source:3)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeup.home.a.onStart(Unknown Source:3)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.Fragment.performStart(Unknown Source:17)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.Fragment.performStart(Unknown Source:17)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.p.u(Unknown Source:33)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.p.u(Unknown Source:33)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.p.m(Unknown Source:68)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.p.m(Unknown Source:68)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.q.r(Unknown Source:30)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.q.r(Unknown Source:30)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentManager.S0(Unknown Source:32)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentManager.S0(Unknown Source:32)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentManager.T(Unknown Source:9)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentManager.T(Unknown Source:9)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentManager.S(Unknown Source:11)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentManager.S(Unknown Source:11)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.f.q(Unknown Source:4)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.f.q(Unknown Source:4)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentActivity.onStart(Unknown Source:37)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.fragment.app.FragmentActivity.onStart(Unknown Source:37)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeupcore.activity.MTBaseActivity.onStart(Unknown Source:0)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeupcore.activity.MTBaseActivity.onStart(Unknown Source:0)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeup.home.MakeupMainActivity.onStart(Unknown Source:0)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.meitu.makeup.home.MakeupMainActivity.onStart(Unknown Source:0)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.Instrumentation.callActivityOnStart(Instrumentation.java:1392)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.Instrumentation.callActivityOnStart(Instrumentation.java:1392)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.Activity.performStart(Activity.java:7157)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.Activity.performStart(Activity.java:7157)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.ActivityThread.handleStartActivity(ActivityThread.java:2938)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.ActivityThread.handleStartActivity(ActivityThread.java:2938)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.performLifecycleSequence(TransactionExecutor.java:180)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.performLifecycleSequence(TransactionExecutor.java:180)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.cycleToPath(TransactionExecutor.java:165)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.cycleToPath(TransactionExecutor.java:165)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.executeLifecycleState(TransactionExecutor.java:142)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.executeLifecycleState(TransactionExecutor.java:142)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.execute(TransactionExecutor.java:70)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.servertransaction.TransactionExecutor.execute(TransactionExecutor.java:70)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1809)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1809)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.os.Handler.dispatchMessage(Handler.java:106)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.os.Handler.dispatchMessage(Handler.java:106)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.os.Looper.loop(Looper.java:193)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.os.Looper.loop(Looper.java:193)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.ActivityThread.main(ActivityThread.java:6692)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.app.ActivityThread.main(ActivityThread.java:6692)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at java.lang.reflect.Method.invoke(Native Method)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at java.lang.reflect.Method.invoke(Native Method)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:858)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:858)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 5871 PermLabel 10133 ContextImpl.checkPermission: pid = 5871; uid = 10133; permName: android.permission.READ_PHONE_STATE; type = 1; res = -1; stacktrace=java.lang.Exception

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 5871 PermLabel 10133 ContextImpl.checkPermission: pid = 5871; uid = 10133; permName: android.permission.READ_PHONE_STATE; type = 1; res = -1; stacktrace=java.lang.Exception

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.example.permlabel.requestPerm$2.afterHookedMethod(requestPerm.java:212)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at com.example.permlabel.requestPerm$2.afterHookedMethod(requestPerm.java:212)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at de.robv.android.xposed.XposedBridge$AdditionalHookInfo.callback(Unknown Source:147)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at de.robv.android.xposed.XposedBridge$AdditionalHookInfo.callback(Unknown Source:147)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at LSPHooker_.checkPermission(Unknown Source:25)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at LSPHooker_.checkPermission(Unknown Source:25)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.content.ContextWrapper.checkPermission(ContextWrapper.java:738)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at android.content.ContextWrapper.checkPermission(ContextWrapper.java:738)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.core.content.a.a(Unknown Source:10)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at androidx.core.content.a.a(Unknown Source:10)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at b.b.f(Unknown Source:20)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at b.b.f(Unknown Source:20)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at b.b.b(Unknown Source:2)

06-24 14:30:02.010  5871  5871 I LSPosed-Bridge: 	at b.b.b(Unknown Source:2)
